series,evidence_class,fraction_1,normalized_F,cloud_point_f,source_note
Iowa PDF endpoint-constrained cubic,project interpretation — endpoint-constrained fit to source PDF fitted line,0.73,0.466839,,Constrained cubic fit to the source-native Iowa PDF vector regression while enforcing measured +3.2/-53.5°F endpoints
Iowa PDF endpoint-constrained cubic,project interpretation — endpoint-constrained fit to source PDF fitted line,0.74,0.480954,,Constrained cubic fit to the source-native Iowa PDF vector regression while enforcing measured +3.2/-53.5°F endpoints
Iowa PDF endpoint-constrained cubic,project interpretation — endpoint-constrained fit to source PDF fitted line,0.75,0.495447,,Constrained cubic fit to the source-native Iowa PDF vector regression while enforcing measured +3.2/-53.5°F endpoints
Iowa PDF endpoint-constrained cubic,project interpretation — endpoint-constrained fit to source PDF fitted line,0.76,0.510323,,Constrained cubic fit to the source-native Iowa PDF vector regression while enforcing measured +3.2/-53.5°F endpoints
Iowa PDF endpoint-constrained cubic,project interpretation — endpoint-constrained fit to source PDF fitted line,0.77,0.52559,,Constrained cubic fit to the source-native Iowa PDF vector regression while enforcing measured +3.2/-53.5°F endpoints
Iowa PDF endpoint-constrained cubic,project interpretation — endpoint-constrained fit to source PDF fitted line,0.78,0.541254,,Constrained cubic fit to the source-native Iowa PDF vector regression while enforcing measured +3.2/-53.5°F endpoints
Iowa PDF endpoint-constrained cubic,project interpretation — endpoint-constrained fit to source PDF fitted line,0.79,0.557322,,Constrained cubic fit to the source-native Iowa PDF vector regression while enforcing measured +3.2/-53.5°F endpoints
Iowa PDF endpoint-constrained cubic,project interpretation — endpoint-constrained fit to source PDF fitted line,0.8,0.573801,,Constrained cubic fit to the source-native Iowa PDF vector regression while enforcing measured +3.2/-53.5°F endpoints
Iowa PDF endpoint-constrained cubic,project interpretation — endpoint-constrained fit to source PDF fitted line,0.81,0.590697,,Constrained cubic fit to the source-native Iowa PDF vector regression while enforcing measured +3.2/-53.5°F endpoints
Iowa PDF endpoint-constrained cubic,project interpretation — endpoint-constrained fit to source PDF fitted line,0.82,0.608018,,Constrained cubic fit to the source-native Iowa PDF vector regression while enforcing measured +3.2/-53.5°F endpoints
Iowa PDF endpoint-constrained cubic,project interpretation — endpoint-constrained fit to source PDF fitted line,0.83,0.625769,,Constrained cubic fit to the source-native Iowa PDF vector regression while enforcing measured +3.2/-53.5°F endpoints
Iowa PDF endpoint-constrained cubic,project interpretation — endpoint-constrained fit to source PDF fitted line,0.84,0.643958,,Constrained cubic fit to the source-native Iowa PDF vector regression while enforcing measured +3.2/-53.5°F endpoints
Iowa PDF endpoint-constrained cubic,project interpretation — endpoint-constrained fit to source PDF fitted line,0.85,0.662591,,Constrained cubic fit to the source-native Iowa PDF vector regression while enforcing measured +3.2/-53.5°F endpoints
Iowa PDF endpoint-constrained cubic,project interpretation — endpoint-constrained fit to source PDF fitted line,0.86,0.681676,,Constrained cubic fit to the source-native Iowa PDF vector regression while enforcing measured +3.2/-53.5°F endpoints
Iowa PDF endpoint-constrained cubic,project interpretation — endpoint-constrained fit to source PDF fitted line,0.87,0.701218,,Constrained cubic fit to the source-native Iowa PDF vector regression while enforcing measured +3.2/-53.5°F endpoints
Iowa PDF endpoint-constrained cubic,project interpretation — endpoint-constrained fit to source PDF fitted line,0.88,0.721225,,Constrained cubic fit to the source-native Iowa PDF vector regression while enforcing measured +3.2/-53.5°F endpoints
Iowa PDF endpoint-constrained cubic,project interpretation — endpoint-constrained fit to source PDF fitted line,0.89,0.741704,,Constrained cubic fit to the source-native Iowa PDF vector regression while enforcing measured +3.2/-53.5°F endpoints
Iowa PDF endpoint-constrained cubic,project interpretation — endpoint-constrained fit to source PDF fitted line,0.9,0.76266,,Constrained cubic fit to the source-native Iowa PDF vector regression while enforcing measured +3.2/-53.5°F endpoints
Iowa PDF endpoint-constrained cubic,project interpretation — endpoint-constrained fit to source PDF fitted line,0.91,0.784101,,Constrained cubic fit to the source-native Iowa PDF vector regression while enforcing measured +3.2/-53.5°F endpoints
Iowa PDF endpoint-constrained cubic,project interpretation — endpoint-constrained fit to source PDF fitted line,0.92,0.806034,,Constrained cubic fit to the source-native Iowa PDF vector regression while enforcing measured +3.2/-53.5°F endpoints
Iowa PDF endpoint-constrained cubic,project interpretation — endpoint-constrained fit to source PDF fitted line,0.93,0.828465,,Constrained cubic fit to the source-native Iowa PDF vector regression while enforcing measured +3.2/-53.5°F endpoints
Iowa PDF endpoint-constrained cubic,project interpretation — endpoint-constrained fit to source PDF fitted line,0.94,0.851401,,Constrained cubic fit to the source-native Iowa PDF vector regression while enforcing measured +3.2/-53.5°F endpoints
Iowa PDF endpoint-constrained cubic,project interpretation — endpoint-constrained fit to source PDF fitted line,0.95,0.874849,,Constrained cubic fit to the source-native Iowa PDF vector regression while enforcing measured +3.2/-53.5°F endpoints
Iowa PDF endpoint-constrained cubic,project interpretation — endpoint-constrained fit to source PDF fitted line,0.96,0.898815,,Constrained cubic fit to the source-native Iowa PDF vector regression while enforcing measured +3.2/-53.5°F endpoints
Iowa PDF endpoint-constrained cubic,project interpretation — endpoint-constrained fit to source PDF fitted line,0.97,0.923307,,Constrained cubic fit to the source-native Iowa PDF vector regression while enforcing measured +3.2/-53.5°F endpoints
Iowa PDF endpoint-constrained cubic,project interpretation — endpoint-constrained fit to source PDF fitted line,0.98,0.94833,,Constrained cubic fit to the source-native Iowa PDF vector regression while enforcing measured +3.2/-53.5°F endpoints
Iowa PDF endpoint-constrained cubic,project interpretation — endpoint-constrained fit to source PDF fitted line,0.99,0.973892,,Constrained cubic fit to the source-native Iowa PDF vector regression while enforcing measured +3.2/-53.5°F endpoints
Iowa PDF endpoint-constrained cubic,project interpretation — endpoint-constrained fit to source PDF fitted line,1.0,1.0,,Constrained cubic fit to the source-native Iowa PDF vector regression while enforcing measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.0,-0.024318,4.579,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.01,-0.019466,4.304,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.02,-0.014731,4.035,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.03,-0.009879,3.76,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.04,-0.005133,3.491,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.05,-0.000293,3.217,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.06,0.004879,2.923,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.07,0.009729,2.648,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.08,0.014903,2.355,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.09,0.019638,2.087,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.1,0.024927,1.787,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.11,0.029662,1.518,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.12,0.03495,1.218,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.13,0.039738,0.947,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.14,0.044974,0.65,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.15,0.050146,0.357,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.16,0.054984,0.082,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.17,0.060169,-0.212,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.18,0.065341,-0.505,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.19,0.070193,-0.78,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.2,0.075365,-1.073,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.21,0.080653,-1.373,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.22,0.085388,-1.642,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.23,0.090677,-1.941,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.24,0.095849,-2.235,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.25,0.100675,-2.508,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.26,0.105872,-2.803,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.27,0.111044,-3.096,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.28,0.115896,-3.371,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.29,0.121068,-3.665,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.3,0.126356,-3.964,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.31,0.131528,-4.258,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.32,0.13638,-4.533,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.33,0.141552,-4.826,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.34,0.146804,-5.124,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.35,0.152012,-5.419,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.36,0.157621,-5.737,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.37,0.162909,-6.037,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.38,0.168081,-6.33,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.39,0.173807,-6.655,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.4,0.179241,-6.963,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.41,0.184704,-7.273,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.42,0.190313,-7.591,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.43,0.196245,-7.927,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.44,0.202083,-8.258,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.45,0.207925,-8.589,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.46,0.214099,-8.939,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.47,0.220127,-9.281,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.48,0.226301,-9.631,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.49,0.232766,-9.998,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.5,0.239376,-10.373,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.51,0.245841,-10.739,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.52,0.252814,-11.135,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.53,0.26,-11.542,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.54,0.267129,-11.946,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.55,0.274613,-12.371,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.56,0.282138,-12.797,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.57,0.290071,-13.247,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.58,0.298009,-13.697,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.59,0.30639,-14.172,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.6,0.315004,-14.661,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.61,0.323697,-15.154,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.62,0.332873,-15.674,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.63,0.342361,-16.212,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.64,0.352052,-16.761,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.65,0.362122,-17.332,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.66,0.372419,-17.916,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.67,0.383043,-18.519,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.68,0.394208,-19.152,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.69,0.405845,-19.811,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.7,0.417557,-20.475,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.71,0.429945,-21.178,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.72,0.442439,-21.886,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.73,0.455782,-22.643,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.74,0.469463,-23.419,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.75,0.483674,-24.224,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.76,0.498334,-25.056,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.77,0.513424,-25.911,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.78,0.52894,-26.791,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.79,0.545038,-27.704,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.8,0.562156,-28.674,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.81,0.579471,-29.656,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.82,0.597544,-30.681,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.83,0.616146,-31.735,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.84,0.635617,-32.839,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.85,0.655431,-33.963,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.86,0.676584,-35.162,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.87,0.697761,-36.363,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.88,0.719784,-37.612,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.89,0.742701,-38.911,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.9,0.766412,-40.256,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.91,0.791124,-41.657,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.92,0.816151,-43.076,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.93,0.84303,-44.6,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.94,0.86978,-46.117,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.95,0.89801,-47.717,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.96,0.926893,-49.355,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.97,0.956206,-51.017,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.98,0.987494,-52.791,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,0.99,1.018962,-54.575,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF fitted line — source-native,published fitted line extracted from original PDF vector path — not endpoint constrained,1.0,1.05244,-56.473,Direct vector extraction from Iowa Figure 1; normalized here only for common-axis display using measured +3.2/-53.5°F endpoints
Iowa PDF plotted measurement,graph-derived measured point from original PDF vector objects,-0.0,0.000144,3.192,Center of plotted data marker extracted from original Iowa PDF Figure 1
Iowa PDF plotted measurement,graph-derived measured point from original PDF vector objects,0.05,-0.01034,3.786,Center of plotted data marker extracted from original Iowa PDF Figure 1
Iowa PDF plotted measurement,graph-derived measured point from original PDF vector objects,0.1,0.01587,2.3,Center of plotted data marker extracted from original Iowa PDF Figure 1
Iowa PDF plotted measurement,graph-derived measured point from original PDF vector objects,0.15,0.010628,2.597,Center of plotted data marker extracted from original Iowa PDF Figure 1
Iowa PDF plotted measurement,graph-derived measured point from original PDF vector objects,0.2,0.111097,-3.099,Center of plotted data marker extracted from original Iowa PDF Figure 1
Iowa PDF plotted measurement,graph-derived measured point from original PDF vector objects,0.25,0.127259,-4.016,Center of plotted data marker extracted from original Iowa PDF Figure 1
